clean,corrupted,correct_label,incorrect_label,correct_idx,incorrect_idx
sayang wifi tidak bagus harus keluar kamar . [ [A] [S] [O],sayang interior sangat nyaman harus keluar kamar . [ [A] [S] [O],[A] wifi [S] negative [O] tidak bagus,[A] interior [S] positive [O] sangat nyaman,"[[508, 32, 60, 33417, 508, 50, 60, 8225, 508, 46, 60, 27281, 8968, 355]]","[[508, 32, 60, 14791, 508, 50, 60, 6785, 508, 46, 60, 70464, 19004, 12715]]"
sayang wifi tidak bagus harus keluar kamar . [ [S] [A] [O],sayang interior sangat nyaman harus keluar kamar . [ [S] [A] [O],[S] negative [A] wifi [O] tidak bagus,[S] positive [A] interior [O] sangat nyaman,"[[508, 50, 60, 8225, 508, 32, 60, 33417, 508, 46, 60, 27281, 8968, 355]]","[[508, 50, 60, 6785, 508, 32, 60, 14791, 508, 46, 60, 70464, 19004, 12715]]"
sayang wifi tidak bagus harus keluar kamar . [ [O] [A] [S],sayang interior sangat nyaman harus keluar kamar . [ [O] [A] [S],[O] tidak bagus [A] wifi [S] negative,[O] sangat nyaman [A] interior [S] positive,"[[508, 46, 60, 27281, 8968, 355, 508, 32, 60, 33417, 508, 50, 60, 8225]]","[[508, 46, 60, 70464, 19004, 12715, 508, 32, 60, 14791, 508, 50, 60, 6785]]"
sayang wifi tidak bagus harus keluar kamar . [ [O] [S] [A],sayang interior sangat nyaman harus keluar kamar . [ [O] [S] [A],[O] tidak bagus [S] negative [A] wifi,[O] sangat nyaman [S] positive [A] interior,"[[508, 46, 60, 27281, 8968, 355, 508, 50, 60, 8225, 508, 32, 60, 33417]]","[[508, 46, 60, 70464, 19004, 12715, 508, 50, 60, 6785, 508, 32, 60, 14791]]"
ac kurang dingin . [ [A] [O] [S],api lumayan dingin . [ [A] [O] [S],[A] ac [O] kurang dingin [S] negative,[A] api [O] lumayan dingin [S] positive,"[[508, 32, 60, 1613, 508, 46, 60, 27265, 524, 66442, 258, 508, 50, 60, 8225]]","[[508, 32, 60, 6330, 508, 46, 60, 40163, 43857, 66442, 258, 508, 50, 60, 6785]]"
ac kurang dingin . [ [A] [S] [O],api lumayan dingin . [ [A] [S] [O],[A] ac [S] negative [O] kurang dingin,[A] api [S] positive [O] lumayan dingin,"[[508, 32, 60, 1613, 508, 50, 60, 8225, 508, 46, 60, 27265, 524, 66442, 258]]","[[508, 32, 60, 6330, 508, 50, 60, 6785, 508, 46, 60, 40163, 43857, 66442, 258]]"
ac kurang dingin . [ [S] [A] [O],api lumayan dingin . [ [S] [A] [O],[S] negative [A] ac [O] kurang dingin,[S] positive [A] api [O] lumayan dingin,"[[508, 50, 60, 8225, 508, 32, 60, 1613, 508, 46, 60, 27265, 524, 66442, 258]]","[[508, 50, 60, 6785, 508, 32, 60, 6330, 508, 46, 60, 40163, 43857, 66442, 258]]"
ac kurang dingin . [ [O] [A] [S],api lumayan dingin . [ [O] [A] [S],[O] kurang dingin [A] ac [S] negative,[O] lumayan dingin [A] api [S] positive,"[[508, 46, 60, 27265, 524, 66442, 258, 508, 32, 60, 1613, 508, 50, 60, 8225]]","[[508, 46, 60, 40163, 43857, 66442, 258, 508, 32, 60, 6330, 508, 50, 60, 6785]]"
ac kurang dingin . [ [O] [S] [A],api lumayan dingin . [ [O] [S] [A],[O] kurang dingin [S] negative [A] ac,[O] lumayan dingin [S] positive [A] api,"[[508, 46, 60, 27265, 524, 66442, 258, 508, 50, 60, 8225, 508, 32, 60, 1613]]","[[508, 46, 60, 40163, 43857, 66442, 258, 508, 50, 60, 6785, 508, 32, 60, 6330]]"
"setiap mau check in pasti dihotel ini , karena pelayanannya sangat baik . [ [A] [O] [S]","setiap mau check in pasti dihotel ini , karena fasilitasnya sangat minim . [ [A] [O] [S]",[A] pelayanannya [O] sangat baik [S] positive,[A] fasilitasnya [O] sangat minim [S] negative,"[[508, 32, 60, 281, 6895, 276, 71098, 508, 46, 60, 70464, 79187, 508, 50, 60, 6785]]","[[508, 32, 60, 66518, 3664, 300, 22891, 508, 46, 60, 70464, 21187, 508, 50, 60, 8225]]"
"setiap mau check in pasti dihotel ini , karena pelayanannya sangat baik . [ [A] [S] [O]","setiap mau check in pasti dihotel ini , karena fasilitasnya sangat minim . [ [A] [S] [O]",[A] pelayanannya [S] positive [O] sangat baik,[A] fasilitasnya [S] negative [O] sangat minim,"[[508, 32, 60, 281, 6895, 276, 71098, 508, 50, 60, 6785, 508, 46, 60, 70464, 79187]]","[[508, 32, 60, 66518, 3664, 300, 22891, 508, 50, 60, 8225, 508, 46, 60, 70464, 21187]]"
"setiap mau check in pasti dihotel ini , karena pelayanannya sangat baik . [ [S] [A] [O]","setiap mau check in pasti dihotel ini , karena fasilitasnya sangat minim . [ [S] [A] [O]",[S] positive [A] pelayanannya [O] sangat baik,[S] negative [A] fasilitasnya [O] sangat minim,"[[508, 50, 60, 6785, 508, 32, 60, 281, 6895, 276, 71098, 508, 46, 60, 70464, 79187]]","[[508, 50, 60, 8225, 508, 32, 60, 66518, 3664, 300, 22891, 508, 46, 60, 70464, 21187]]"
"setiap mau check in pasti dihotel ini , karena pelayanannya sangat baik . [ [O] [A] [S]","setiap mau check in pasti dihotel ini , karena fasilitasnya sangat minim . [ [O] [A] [S]",[O] sangat baik [A] pelayanannya [S] positive,[O] sangat minim [A] fasilitasnya [S] negative,"[[508, 46, 60, 70464, 79187, 508, 32, 60, 281, 6895, 276, 71098, 508, 50, 60, 6785]]","[[508, 46, 60, 70464, 21187, 508, 32, 60, 66518, 3664, 300, 22891, 508, 50, 60, 8225]]"
"setiap mau check in pasti dihotel ini , karena pelayanannya sangat baik . [ [O] [S] [A]","setiap mau check in pasti dihotel ini , karena fasilitasnya sangat minim . [ [O] [S] [A]",[O] sangat baik [S] positive [A] pelayanannya,[O] sangat minim [S] negative [A] fasilitasnya,"[[508, 46, 60, 70464, 79187, 508, 50, 60, 6785, 508, 32, 60, 281, 6895, 276, 71098]]","[[508, 46, 60, 70464, 21187, 508, 50, 60, 8225, 508, 32, 60, 66518, 3664, 300, 22891]]"
ac nya kurang dingin di kamar 515 . [ [A] [O] [S],view nya luar biasa di kamar 515 . [ [A] [O] [S],[A] ac nya [O] kurang dingin [S] negative,[A] view nya [O] luar biasa [S] positive,"[[508, 32, 60, 1613, 75189, 508, 46, 60, 27265, 524, 66442, 258, 508, 50, 60, 8225]]","[[508, 32, 60, 1651, 75189, 508, 46, 60, 326, 18731, 15470, 64, 508, 50, 60, 6785]]"
ac nya kurang dingin di kamar 515 . [ [A] [S] [O],view nya luar biasa di kamar 515 . [ [A] [S] [O],[A] ac nya [S] negative [O] kurang dingin,[A] view nya [S] positive [O] luar biasa,"[[508, 32, 60, 1613, 75189, 508, 50, 60, 8225, 508, 46, 60, 27265, 524, 66442, 258]]","[[508, 32, 60, 1651, 75189, 508, 50, 60, 6785, 508, 46, 60, 326, 18731, 15470, 64]]"
ac nya kurang dingin di kamar 515 . [ [S] [A] [O],view nya luar biasa di kamar 515 . [ [S] [A] [O],[S] negative [A] ac nya [O] kurang dingin,[S] positive [A] view nya [O] luar biasa,"[[508, 50, 60, 8225, 508, 32, 60, 1613, 75189, 508, 46, 60, 27265, 524, 66442, 258]]","[[508, 50, 60, 6785, 508, 32, 60, 1651, 75189, 508, 46, 60, 326, 18731, 15470, 64]]"
ac nya kurang dingin di kamar 515 . [ [O] [A] [S],view nya luar biasa di kamar 515 . [ [O] [A] [S],[O] kurang dingin [A] ac nya [S] negative,[O] luar biasa [A] view nya [S] positive,"[[508, 46, 60, 27265, 524, 66442, 258, 508, 32, 60, 1613, 75189, 508, 50, 60, 8225]]","[[508, 46, 60, 326, 18731, 15470, 64, 508, 32, 60, 1651, 75189, 508, 50, 60, 6785]]"
ac nya kurang dingin di kamar 515 . [ [O] [S] [A],view nya luar biasa di kamar 515 . [ [O] [S] [A],[O] kurang dingin [S] negative [A] ac nya,[O] luar biasa [S] positive [A] view nya,"[[508, 46, 60, 27265, 524, 66442, 258, 508, 50, 60, 8225, 508, 32, 60, 1613, 75189]]","[[508, 46, 60, 326, 18731, 15470, 64, 508, 50, 60, 6785, 508, 32, 60, 1651, 75189]]"
parkiran cukup luas . [ [A] [O] [S],sarapan kurang bersih . [ [A] [O] [S],[A] parkiran [O] cukup luas [S] positive,[A] sarapan [O] kurang bersih [S] negative,"[[508, 32, 60, 6118, 54690, 508, 46, 60, 92743, 454, 24743, 300, 508, 50, 60, 6785]]","[[508, 32, 60, 28047, 5359, 508, 46, 60, 27265, 524, 58554, 6996, 508, 50, 60, 8225]]"
parkiran cukup luas . [ [A] [S] [O],sarapan kurang bersih . [ [A] [S] [O],[A] parkiran [S] positive [O] cukup luas,[A] sarapan [S] negative [O] kurang bersih,"[[508, 32, 60, 6118, 54690, 508, 50, 60, 6785, 508, 46, 60, 92743, 454, 24743, 300]]","[[508, 32, 60, 28047, 5359, 508, 50, 60, 8225, 508, 46, 60, 27265, 524, 58554, 6996]]"
parkiran cukup luas . [ [S] [A] [O],sarapan kurang bersih . [ [S] [A] [O],[S] positive [A] parkiran [O] cukup luas,[S] negative [A] sarapan [O] kurang bersih,"[[508, 50, 60, 6785, 508, 32, 60, 6118, 54690, 508, 46, 60, 92743, 454, 24743, 300]]","[[508, 50, 60, 8225, 508, 32, 60, 28047, 5359, 508, 46, 60, 27265, 524, 58554, 6996]]"
parkiran cukup luas . [ [O] [A] [S],sarapan kurang bersih . [ [O] [A] [S],[O] cukup luas [A] parkiran [S] positive,[O] kurang bersih [A] sarapan [S] negative,"[[508, 46, 60, 92743, 454, 24743, 300, 508, 32, 60, 6118, 54690, 508, 50, 60, 6785]]","[[508, 46, 60, 27265, 524, 58554, 6996, 508, 32, 60, 28047, 5359, 508, 50, 60, 8225]]"
parkiran cukup luas . [ [O] [S] [A],sarapan kurang bersih . [ [O] [S] [A],[O] cukup luas [S] positive [A] parkiran,[O] kurang bersih [S] negative [A] sarapan,"[[508, 46, 60, 92743, 454, 24743, 300, 508, 50, 60, 6785, 508, 32, 60, 6118, 54690]]","[[508, 46, 60, 27265, 524, 58554, 6996, 508, 50, 60, 8225, 508, 32, 60, 28047, 5359]]"
ac tidak dingin . [ [A] [O] [S],staff sangat membantu . [ [A] [O] [S],[A] ac [O] tidak dingin [S] negative,[A] staff [O] sangat membantu [S] positive,"[[508, 32, 60, 1613, 508, 46, 60, 27281, 66442, 258, 508, 50, 60, 8225]]","[[508, 32, 60, 5570, 508, 46, 60, 70464, 38234, 91306, 508, 50, 60, 6785]]"
ac tidak dingin . [ [A] [S] [O],staff sangat membantu . [ [A] [S] [O],[A] ac [S] negative [O] tidak dingin,[A] staff [S] positive [O] sangat membantu,"[[508, 32, 60, 1613, 508, 50, 60, 8225, 508, 46, 60, 27281, 66442, 258]]","[[508, 32, 60, 5570, 508, 50, 60, 6785, 508, 46, 60, 70464, 38234, 91306]]"
ac tidak dingin . [ [S] [A] [O],staff sangat membantu . [ [S] [A] [O],[S] negative [A] ac [O] tidak dingin,[S] positive [A] staff [O] sangat membantu,"[[508, 50, 60, 8225, 508, 32, 60, 1613, 508, 46, 60, 27281, 66442, 258]]","[[508, 50, 60, 6785, 508, 32, 60, 5570, 508, 46, 60, 70464, 38234, 91306]]"
ac tidak dingin . [ [O] [A] [S],staff sangat membantu . [ [O] [A] [S],[O] tidak dingin [A] ac [S] negative,[O] sangat membantu [A] staff [S] positive,"[[508, 46, 60, 27281, 66442, 258, 508, 32, 60, 1613, 508, 50, 60, 8225]]","[[508, 46, 60, 70464, 38234, 91306, 508, 32, 60, 5570, 508, 50, 60, 6785]]"
ac tidak dingin . [ [O] [S] [A],staff sangat membantu . [ [O] [S] [A],[O] tidak dingin [S] negative [A] ac,[O] sangat membantu [S] positive [A] staff,"[[508, 46, 60, 27281, 66442, 258, 508, 50, 60, 8225, 508, 32, 60, 1613]]","[[508, 46, 60, 70464, 38234, 91306, 508, 50, 60, 6785, 508, 32, 60, 5570]]"
pelayanannya cepat . saya pas kesitu lagi ada renovasi . [ [A] [O] [S],kamar mandi bau . saya pas kesitu lagi ada renovasi . [ [A] [O] [S],[A] pelayanannya [O] cepat [S] positive,[A] kamar mandi [O] bau [S] negative,"[[508, 32, 60, 281, 6895, 276, 71098, 508, 46, 60, 62090, 266, 508, 50, 60, 6785]]","[[508, 32, 60, 595, 15554, 11576, 72, 508, 46, 60, 293, 2863, 508, 50, 60, 8225]]"
pelayanannya cepat . saya pas kesitu lagi ada renovasi . [ [A] [S] [O],kamar mandi bau . saya pas kesitu lagi ada renovasi . [ [A] [S] [O],[A] pelayanannya [S] positive [O] cepat,[A] kamar mandi [S] negative [O] bau,"[[508, 32, 60, 281, 6895, 276, 71098, 508, 50, 60, 6785, 508, 46, 60, 62090, 266]]","[[508, 32, 60, 595, 15554, 11576, 72, 508, 50, 60, 8225, 508, 46, 60, 293, 2863]]"
pelayanannya cepat . saya pas kesitu lagi ada renovasi . [ [S] [A] [O],kamar mandi bau . saya pas kesitu lagi ada renovasi . [ [S] [A] [O],[S] positive [A] pelayanannya [O] cepat,[S] negative [A] kamar mandi [O] bau,"[[508, 50, 60, 6785, 508, 32, 60, 281, 6895, 276, 71098, 508, 46, 60, 62090, 266]]","[[508, 50, 60, 8225, 508, 32, 60, 595, 15554, 11576, 72, 508, 46, 60, 293, 2863]]"
pelayanannya cepat . saya pas kesitu lagi ada renovasi . [ [O] [A] [S],kamar mandi bau . saya pas kesitu lagi ada renovasi . [ [O] [A] [S],[O] cepat [A] pelayanannya [S] positive,[O] bau [A] kamar mandi [S] negative,"[[508, 46, 60, 62090, 266, 508, 32, 60, 281, 6895, 276, 71098, 508, 50, 60, 6785]]","[[508, 46, 60, 293, 2863, 508, 32, 60, 595, 15554, 11576, 72, 508, 50, 60, 8225]]"
pelayanannya cepat . saya pas kesitu lagi ada renovasi . [ [O] [S] [A],kamar mandi bau . saya pas kesitu lagi ada renovasi . [ [O] [S] [A],[O] cepat [S] positive [A] pelayanannya,[O] bau [S] negative [A] kamar mandi,"[[508, 46, 60, 62090, 266, 508, 50, 60, 6785, 508, 32, 60, 281, 6895, 276, 71098]]","[[508, 46, 60, 293, 2863, 508, 50, 60, 8225, 508, 32, 60, 595, 15554, 11576, 72]]"
alhamdulillah tempatnya nyaman . [ [A] [O] [S],alhamdulillah pelayanan lambat . [ [A] [O] [S],[A] tempatnya [O] nyaman [S] positive,[A] pelayanan [O] lambat [S] negative,"[[508, 32, 60, 2730, 266, 22891, 508, 46, 60, 19004, 12715, 508, 50, 60, 6785]]","[[508, 32, 60, 281, 6895, 28618, 508, 46, 60, 38306, 266, 508, 50, 60, 8225]]"
alhamdulillah tempatnya nyaman . [ [A] [S] [O],alhamdulillah pelayanan lambat . [ [A] [S] [O],[A] tempatnya [S] positive [O] nyaman,[A] pelayanan [S] negative [O] lambat,"[[508, 32, 60, 2730, 266, 22891, 508, 50, 60, 6785, 508, 46, 60, 19004, 12715]]","[[508, 32, 60, 281, 6895, 28618, 508, 50, 60, 8225, 508, 46, 60, 38306, 266]]"
alhamdulillah tempatnya nyaman . [ [S] [A] [O],alhamdulillah pelayanan lambat . [ [S] [A] [O],[S] positive [A] tempatnya [O] nyaman,[S] negative [A] pelayanan [O] lambat,"[[508, 50, 60, 6785, 508, 32, 60, 2730, 266, 22891, 508, 46, 60, 19004, 12715]]","[[508, 50, 60, 8225, 508, 32, 60, 281, 6895, 28618, 508, 46, 60, 38306, 266]]"
alhamdulillah tempatnya nyaman . [ [O] [A] [S],alhamdulillah pelayanan lambat . [ [O] [A] [S],[O] nyaman [A] tempatnya [S] positive,[O] lambat [A] pelayanan [S] negative,"[[508, 46, 60, 19004, 12715, 508, 32, 60, 2730, 266, 22891, 508, 50, 60, 6785]]","[[508, 46, 60, 38306, 266, 508, 32, 60, 281, 6895, 28618, 508, 50, 60, 8225]]"
alhamdulillah tempatnya nyaman . [ [O] [S] [A],alhamdulillah pelayanan lambat . [ [O] [S] [A],[O] nyaman [S] positive [A] tempatnya,[O] lambat [S] negative [A] pelayanan,"[[508, 46, 60, 19004, 12715, 508, 50, 60, 6785, 508, 32, 60, 2730, 266, 22891]]","[[508, 46, 60, 38306, 266, 508, 50, 60, 8225, 508, 32, 60, 281, 6895, 28618]]"
semuanya oke . [ [A] [O] [S],pelayanan buruk . [ [A] [O] [S],[A] semuanya [O] oke [S] positive,[A] pelayanan [O] buruk [S] negative,"[[508, 32, 60, 5234, 84, 24074, 508, 46, 60, 297, 440, 508, 50, 60, 6785]]","[[508, 32, 60, 281, 6895, 28618, 508, 46, 60, 7795, 3101, 508, 50, 60, 8225]]"
semuanya oke . [ [A] [S] [O],pelayanan buruk . [ [A] [S] [O],[A] semuanya [S] positive [O] oke,[A] pelayanan [S] negative [O] buruk,"[[508, 32, 60, 5234, 84, 24074, 508, 50, 60, 6785, 508, 46, 60, 297, 440]]","[[508, 32, 60, 281, 6895, 28618, 508, 50, 60, 8225, 508, 46, 60, 7795, 3101]]"
semuanya oke . [ [S] [A] [O],pelayanan buruk . [ [S] [A] [O],[S] positive [A] semuanya [O] oke,[S] negative [A] pelayanan [O] buruk,"[[508, 50, 60, 6785, 508, 32, 60, 5234, 84, 24074, 508, 46, 60, 297, 440]]","[[508, 50, 60, 8225, 508, 32, 60, 281, 6895, 28618, 508, 46, 60, 7795, 3101]]"
semuanya oke . [ [O] [A] [S],pelayanan buruk . [ [O] [A] [S],[O] oke [A] semuanya [S] positive,[O] buruk [A] pelayanan [S] negative,"[[508, 46, 60, 297, 440, 508, 32, 60, 5234, 84, 24074, 508, 50, 60, 6785]]","[[508, 46, 60, 7795, 3101, 508, 32, 60, 281, 6895, 28618, 508, 50, 60, 8225]]"
semuanya oke . [ [O] [S] [A],pelayanan buruk . [ [O] [S] [A],[O] oke [S] positive [A] semuanya,[O] buruk [S] negative [A] pelayanan,"[[508, 46, 60, 297, 440, 508, 50, 60, 6785, 508, 32, 60, 5234, 84, 24074]]","[[508, 46, 60, 7795, 3101, 508, 50, 60, 8225, 508, 32, 60, 281, 6895, 28618]]"
pelayanan kurang baik . [ [A] [O] [S],lokasi nya sangat strategis . [ [A] [O] [S],[A] pelayanan [O] kurang baik [S] negative,[A] lokasi nya [O] sangat strategis [S] positive,"[[508, 32, 60, 281, 6895, 28618, 508, 46, 60, 27265, 524, 79187, 508, 50, 60, 8225]]","[[508, 32, 60, 40283, 10215, 75189, 508, 46, 60, 70464, 5275, 285, 508, 50, 60, 6785]]"
pelayanan kurang baik . [ [A] [S] [O],lokasi nya sangat strategis . [ [A] [S] [O],[A] pelayanan [S] negative [O] kurang baik,[A] lokasi nya [S] positive [O] sangat strategis,"[[508, 32, 60, 281, 6895, 28618, 508, 50, 60, 8225, 508, 46, 60, 27265, 524, 79187]]","[[508, 32, 60, 40283, 10215, 75189, 508, 50, 60, 6785, 508, 46, 60, 70464, 5275, 285]]"
pelayanan kurang baik . [ [S] [A] [O],lokasi nya sangat strategis . [ [S] [A] [O],[S] negative [A] pelayanan [O] kurang baik,[S] positive [A] lokasi nya [O] sangat strategis,"[[508, 50, 60, 8225, 508, 32, 60, 281, 6895, 28618, 508, 46, 60, 27265, 524, 79187]]","[[508, 50, 60, 6785, 508, 32, 60, 40283, 10215, 75189, 508, 46, 60, 70464, 5275, 285]]"
pelayanan kurang baik . [ [O] [A] [S],lokasi nya sangat strategis . [ [O] [A] [S],[O] kurang baik [A] pelayanan [S] negative,[O] sangat strategis [A] lokasi nya [S] positive,"[[508, 46, 60, 27265, 524, 79187, 508, 32, 60, 281, 6895, 28618, 508, 50, 60, 8225]]","[[508, 46, 60, 70464, 5275, 285, 508, 32, 60, 40283, 10215, 75189, 508, 50, 60, 6785]]"
pelayanan kurang baik . [ [O] [S] [A],lokasi nya sangat strategis . [ [O] [S] [A],[O] kurang baik [S] negative [A] pelayanan,[O] sangat strategis [S] positive [A] lokasi nya,"[[508, 46, 60, 27265, 524, 79187, 508, 50, 60, 8225, 508, 32, 60, 281, 6895, 28618]]","[[508, 46, 60, 70464, 5275, 285, 508, 50, 60, 6785, 508, 32, 60, 40283, 10215, 75189]]"
pelayanannya kurang . [ [A] [O] [S],fasilitasnya cukup . [ [A] [O] [S],[A] pelayanannya [O] kurang [S] negative,[A] fasilitasnya [O] cukup [S] positive,"[[508, 32, 60, 281, 6895, 276, 71098, 508, 46, 60, 27265, 524, 508, 50, 60, 8225]]","[[508, 32, 60, 66518, 3664, 300, 22891, 508, 46, 60, 92743, 454, 508, 50, 60, 6785]]"
pelayanannya kurang . [ [A] [S] [O],fasilitasnya cukup . [ [A] [S] [O],[A] pelayanannya [S] negative [O] kurang,[A] fasilitasnya [S] positive [O] cukup,"[[508, 32, 60, 281, 6895, 276, 71098, 508, 50, 60, 8225, 508, 46, 60, 27265, 524]]","[[508, 32, 60, 66518, 3664, 300, 22891, 508, 50, 60, 6785, 508, 46, 60, 92743, 454]]"
pelayanannya kurang . [ [S] [A] [O],fasilitasnya cukup . [ [S] [A] [O],[S] negative [A] pelayanannya [O] kurang,[S] positive [A] fasilitasnya [O] cukup,"[[508, 50, 60, 8225, 508, 32, 60, 281, 6895, 276, 71098, 508, 46, 60, 27265, 524]]","[[508, 50, 60, 6785, 508, 32, 60, 66518, 3664, 300, 22891, 508, 46, 60, 92743, 454]]"
pelayanannya kurang . [ [O] [A] [S],fasilitasnya cukup . [ [O] [A] [S],[O] kurang [A] pelayanannya [S] negative,[O] cukup [A] fasilitasnya [S] positive,"[[508, 46, 60, 27265, 524, 508, 32, 60, 281, 6895, 276, 71098, 508, 50, 60, 8225]]","[[508, 46, 60, 92743, 454, 508, 32, 60, 66518, 3664, 300, 22891, 508, 50, 60, 6785]]"
pelayanannya kurang . [ [O] [S] [A],fasilitasnya cukup . [ [O] [S] [A],[O] kurang [S] negative [A] pelayanannya,[O] cukup [S] positive [A] fasilitasnya,"[[508, 46, 60, 27265, 524, 508, 50, 60, 8225, 508, 32, 60, 281, 6895, 276, 71098]]","[[508, 46, 60, 92743, 454, 508, 50, 60, 6785, 508, 32, 60, 66518, 3664, 300, 22891]]"
pelayanannya bagus . sampai diantar ke bandara dengan juga . [ [A] [O] [S],fasilitasnya buruk . sampai diantar ke bandara dengan juga . [ [A] [O] [S],[A] pelayanannya [O] bagus [S] positive,[A] fasilitasnya [O] buruk [S] negative,"[[508, 32, 60, 281, 6895, 276, 71098, 508, 46, 60, 8968, 355, 508, 50, 60, 6785]]","[[508, 32, 60, 66518, 3664, 300, 22891, 508, 46, 60, 7795, 3101, 508, 50, 60, 8225]]"
pelayanannya bagus . sampai diantar ke bandara dengan juga . [ [A] [S] [O],fasilitasnya buruk . sampai diantar ke bandara dengan juga . [ [A] [S] [O],[A] pelayanannya [S] positive [O] bagus,[A] fasilitasnya [S] negative [O] buruk,"[[508, 32, 60, 281, 6895, 276, 71098, 508, 50, 60, 6785, 508, 46, 60, 8968, 355]]","[[508, 32, 60, 66518, 3664, 300, 22891, 508, 50, 60, 8225, 508, 46, 60, 7795, 3101]]"
pelayanannya bagus . sampai diantar ke bandara dengan juga . [ [S] [A] [O],fasilitasnya buruk . sampai diantar ke bandara dengan juga . [ [S] [A] [O],[S] positive [A] pelayanannya [O] bagus,[S] negative [A] fasilitasnya [O] buruk,"[[508, 50, 60, 6785, 508, 32, 60, 281, 6895, 276, 71098, 508, 46, 60, 8968, 355]]","[[508, 50, 60, 8225, 508, 32, 60, 66518, 3664, 300, 22891, 508, 46, 60, 7795, 3101]]"
pelayanannya bagus . sampai diantar ke bandara dengan juga . [ [O] [A] [S],fasilitasnya buruk . sampai diantar ke bandara dengan juga . [ [O] [A] [S],[O] bagus [A] pelayanannya [S] positive,[O] buruk [A] fasilitasnya [S] negative,"[[508, 46, 60, 8968, 355, 508, 32, 60, 281, 6895, 276, 71098, 508, 50, 60, 6785]]","[[508, 46, 60, 7795, 3101, 508, 32, 60, 66518, 3664, 300, 22891, 508, 50, 60, 8225]]"
pelayanannya bagus . sampai diantar ke bandara dengan juga . [ [O] [S] [A],fasilitasnya buruk . sampai diantar ke bandara dengan juga . [ [O] [S] [A],[O] bagus [S] positive [A] pelayanannya,[O] buruk [S] negative [A] fasilitasnya,"[[508, 46, 60, 8968, 355, 508, 50, 60, 6785, 508, 32, 60, 281, 6895, 276, 71098]]","[[508, 46, 60, 7795, 3101, 508, 50, 60, 8225, 508, 32, 60, 66518, 3664, 300, 22891]]"
"bagus tempatnya , dekat rumah makan . [ [A] [O] [S]","mahal tarifnya , dekat rumah makan . [ [A] [O] [S]",[A] tempatnya [O] bagus [S] positive,[A] tarifnya [O] mahal [S] negative,"[[508, 32, 60, 2730, 266, 22891, 508, 46, 60, 8968, 355, 508, 50, 60, 6785]]","[[508, 32, 60, 12183, 333, 22891, 508, 46, 60, 43216, 278, 508, 50, 60, 8225]]"
"bagus tempatnya , dekat rumah makan . [ [A] [S] [O]","mahal tarifnya , dekat rumah makan . [ [A] [S] [O]",[A] tempatnya [S] positive [O] bagus,[A] tarifnya [S] negative [O] mahal,"[[508, 32, 60, 2730, 266, 22891, 508, 50, 60, 6785, 508, 46, 60, 8968, 355]]","[[508, 32, 60, 12183, 333, 22891, 508, 50, 60, 8225, 508, 46, 60, 43216, 278]]"
"bagus tempatnya , dekat rumah makan . [ [S] [A] [O]","mahal tarifnya , dekat rumah makan . [ [S] [A] [O]",[S] positive [A] tempatnya [O] bagus,[S] negative [A] tarifnya [O] mahal,"[[508, 50, 60, 6785, 508, 32, 60, 2730, 266, 22891, 508, 46, 60, 8968, 355]]","[[508, 50, 60, 8225, 508, 32, 60, 12183, 333, 22891, 508, 46, 60, 43216, 278]]"
"bagus tempatnya , dekat rumah makan . [ [O] [A] [S]","mahal tarifnya , dekat rumah makan . [ [O] [A] [S]",[O] bagus [A] tempatnya [S] positive,[O] mahal [A] tarifnya [S] negative,"[[508, 46, 60, 8968, 355, 508, 32, 60, 2730, 266, 22891, 508, 50, 60, 6785]]","[[508, 46, 60, 43216, 278, 508, 32, 60, 12183, 333, 22891, 508, 50, 60, 8225]]"
"bagus tempatnya , dekat rumah makan . [ [O] [S] [A]","mahal tarifnya , dekat rumah makan . [ [O] [S] [A]",[O] bagus [S] positive [A] tempatnya,[O] mahal [S] negative [A] tarifnya,"[[508, 46, 60, 8968, 355, 508, 50, 60, 6785, 508, 32, 60, 2730, 266, 22891]]","[[508, 46, 60, 43216, 278, 508, 50, 60, 8225, 508, 32, 60, 12183, 333, 22891]]"
sayang lift tidak bekerja . [ [A] [O] [S],sayang staff sangat ramah . [ [A] [O] [S],[A] lift [O] tidak bekerja [S] negative,[A] staff [O] sangat ramah [S] positive,"[[508, 32, 60, 11893, 508, 46, 60, 27281, 387, 74918, 508, 50, 60, 8225]]","[[508, 32, 60, 5570, 508, 46, 60, 70464, 17823, 1466, 508, 50, 60, 6785]]"
sayang lift tidak bekerja . [ [A] [S] [O],sayang staff sangat ramah . [ [A] [S] [O],[A] lift [S] negative [O] tidak bekerja,[A] staff [S] positive [O] sangat ramah,"[[508, 32, 60, 11893, 508, 50, 60, 8225, 508, 46, 60, 27281, 387, 74918]]","[[508, 32, 60, 5570, 508, 50, 60, 6785, 508, 46, 60, 70464, 17823, 1466]]"
sayang lift tidak bekerja . [ [S] [A] [O],sayang staff sangat ramah . [ [S] [A] [O],[S] negative [A] lift [O] tidak bekerja,[S] positive [A] staff [O] sangat ramah,"[[508, 50, 60, 8225, 508, 32, 60, 11893, 508, 46, 60, 27281, 387, 74918]]","[[508, 50, 60, 6785, 508, 32, 60, 5570, 508, 46, 60, 70464, 17823, 1466]]"
